imgnames,X,Y,R,G,B,H1,S1,V1,L1,A1,B1
potato_tanashi_8FUKANO_20170514_InsRGB_15m_transparent_mosaic_group1_1.jpg,220,228,0.341176470588235,0.262745098039216,0.235294117647059,0.0432098765432099,0.310344827586207,0.341176470588235,30.4432979342202,8.04056966339578,7.73882720146148
potato_tanashi_8FUKANO_20170514_InsRGB_15m_transparent_mosaic_group1_1.jpg,165,219,0.815686274509804,0.803921568627451,0.87843137254902,0.692982456140351,0.0848214285714285,0.87843137254902,83.081151148881,3.75065460390123,-9.05280221157914
potato_tanashi_8FUKANO_20170514_InsRGB_15m_transparent_mosaic_group1_1.jpg,157,195,0.756862745098039,0.745098039215686,0.819607843137255,0.692982456140351,0.0909090909090909,0.819607843137255,77.6633450666724,3.80923192715288,-9.17901158129202
potato_tanashi_8FUKANO_20170514_InsRGB_15m_transparent_mosaic_group1_1.jpg,123,201,0.443137254901961,0.368627450980392,0.392156862745098,0.947368421052632,0.168141592920354,0.443137254901961,41.9540095095693,8.7685406291238,-0.410569627077195
potato_tanashi_8FUKANO_20170514_InsRGB_15m_transparent_mosaic_group1_1.jpg,100,226,0.329411764705882,0.254901960784314,0.231372549019608,0.04,0.297619047619048,0.329411764705882,29.4788698207691,7.7464166134884,6.98013897322288
potato_tanashi_8FUKANO_20170514_InsRGB_15m_transparent_mosaic_group1_1.jpg,108,226,0.329411764705882,0.254901960784314,0.231372549019608,0.04,0.297619047619048,0.329411764705882,29.4788698207691,7.7464166134884,6.98013897322288
potato_tanashi_8FUKANO_20170514_InsRGB_15m_transparent_mosaic_group1_1.jpg,115,234,0.368627450980392,0.298039215686275,0.290196078431373,0.0166666666666666,0.212765957446808,0.368627450980392,34.1628185850024,7.56344374826329,4.19568481673356
potato_tanashi_8FUKANO_20170514_InsRGB_15m_transparent_mosaic_group1_1.jpg,495,442,0.345098039215686,0.266666666666667,0.23921568627451,0.0432098765432099,0.306818181818182,0.345098039215686,30.8737060204814,8.01652816525122,7.71391339850213
potato_tanashi_8FUKANO_20170514_InsRGB_15m_transparent_mosaic_group1_1.jpg,510,642,0.423529411764706,0.333333333333333,0.301960784313725,0.043010752688172,0.287037037037037,0.423529411764706,38.3725860737546,8.86842949458566,8.49406418933368
potato_tanashi_8FUKANO_20170514_InsRGB_15m_transparent_mosaic_group1_1.jpg,517,807,0.376470588235294,0.286274509803922,0.254901960784314,0.043010752688172,0.322916666666667,0.376470588235294,33.3489600468249,9.14533511148574,8.77058367505004
